year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Toyota,RAV4,Base,SUV,automatic,jtmbf4dv1c5051602,oh,4.7,40150,silver,gray,"toyota financial services",15400,16500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7bn9bt044182,ca,3.4,132620,white,gray,"ge fleet services for itself/servicer",7300,7900,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,automatic,1vwat7a36ec056802,ca,4.8,10785,—,black,"vw credit prequalified",14800,14500,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2010,Dodge,Ram Pickup 1500,Laramie,Crew Cab,automatic,1d7rv1ct0as251634,mi,4.9,67458,black,tan,"automobiles paille inc",22700,23700,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2001,Chevrolet,Impala,Base,Sedan,automatic,2g1wf55k619290860,wa,1.9,173302,brown,beige,"remarketing by ge/sound credit union",1125,550,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2007,Cadillac,Escalade ESV,Base,suv,automatic,1gyfk66817r300053,ga,3.8,133242,—,beige,"sherold salmon motor co inc",16250,15800,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2011,Lexus,RX 350,Base,SUV,automatic,2t2bk1baxbc113019,wa,2.6,30028,black,black,"lexus financial services",27200,25400,Wed Feb 11 2015 06:00:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,1LT,sedan,automatic,1g1pc5sb6d7197893,fl,2.8,51274,black,gray,"westlake financial services",9725,9000,Thu Jun 11 2015 08:00:00 GMT-0700 (PDT)
2010,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5ek5a1169167,nj,2.6,106585,blue,gray,"lease plan usa",5800,4600,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc203145,tn,4.9,26738,—,black,"nissan-infiniti lt",14050,14400,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag5ec187616,nc,5,77621,black,beige,"fleet lease remarketing",22400,23100,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Express Cargo,2500,Van,automatic,1gcwgfca2d1172656,tx,4.3,85785,white,gray,"ge fleet services for itself/servicer",15700,15500,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg9dl552661,ca,4.3,31952,blue,black,"avis corporation",24400,24600,Thu Feb 12 2015 03:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc222698,fl,3.5,16314,—,beige,"nissan motor acceptance corporation",14650,16600,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk9eu420776,nv,4.1,24283,silver,gray,"toyota motor sales usa inc/program",14550,14300,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT)
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb2e7254733,fl,3,18848,blue,black,"gm remarketing",13350,13000,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,Touring,Minivan,automatic,2c4gp54l15r546184,mn,,168973,blue,gray,"matt saxe chevrolet buick inc",1500,2500,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
1994,Toyota,Corolla,DX,Sedan,,2t1ae09b4rc086166,tn,1,144547,beige,—,"titlebucks / clarksville tn1",600,750,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2013,Ford,Escape,SE,SUV,,1fmcu9gx7duc98100,pa,4.2,12025,blue,beige,"mick motors llc",19500,18800,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2004,Toyota,Tundra,SR5,Double Cab,automatic,5tbet34164s447820,ca,2.4,77667,gray,gray,"santander consumer",9325,12200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1evxafd35297,mn,4.8,50710,red,tan,"select lane",24500,25400,Thu Mar 05 2015 02:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc916787,pa,4.4,6523,black,black,"nissan-infiniti lt",15350,20100,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2011,Hyundai,Tucson,GLS,SUV,automatic,km8jucac4bu181260,md,3.6,45064,silver,black,"miniter group",14350,14000,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Dodge,Dart,SXT,Sedan,automatic,1c3cdfba0dd318133,mi,3.3,51269,silver,black,"the hertz corporation",10400,9900,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f59ca012874,ga,3.3,41910,off-white,beige,"ahfc/honda lease/trust/hvt, inc. eot acuras",20300,19600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,Limited,Sedan,,5npdh4aexdh292602,pa,2.9,21975,black,gray,"hyundai motor finance",14650,12200,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2005,Ford,Mustang,Deluxe,Convertible,automatic,1zvft84n855215901,nc,2,101325,red,gray,"hendrick fiat of concord",5450,6500,Wed Jan 21 2015 06:30:00 GMT-0800 (PST)
2007,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48b67d228440,tx,2.3,132606,white,gray,"challenge financial services",2850,1500,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
2015,Volvo,S60,T5 Drive-E,Sedan,,yv140mfb1f2310375,pa,4.2,12110,black,black,"volvo na rep/world omni",23000,22700,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg566503,nv,5,10919,silver,black,"kia motors america, inc",21000,20500,Fri Jan 09 2015 12:00:00 GMT-0800 (PST)
1999,Honda,Accord,LX,Sedan,automatic,1hgcg5640xa123304,sc,3.2,78054,silver,gray,"hendrick honda of charleston",1850,3500,Tue Jan 06 2015 02:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8cm978793,il,4,14939,black,gray,"nissan infiniti lt",21400,21600,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2013,Lincoln,MKX,Base,suv,automatic,2lmdj6jk9dbl32623,tx,3.8,7430,white,gray,"ford motor credit company,llc",28000,27800,Wed Jun 10 2015 03:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,,1n4al3apxdc273630,ca,4.8,45140,beige,beige,"wheels exchange llc",11600,12900,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2003,Toyota,Highlander,Base,suv,automatic,jtegf21a530098300,wi,2.4,252750,silver,gray,"toyota financial services",4050,3600,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2014,Nissan,Sentra,S,Sedan,,3n1ab7ap1el670429,fl,2.6,6238,red,black,"florida auto financial group",13550,11800,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2010,Dodge,Ram Pickup 1500,ST,quad cab,automatic,1d7rv1gt0as205067,mo,1.9,84452,red,black,"jim butler chevrolet inc",17200,16750,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn419045,ga,4.7,19811,white,gray,"nissan-infiniti lt",12600,13000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak6cw160906,co,3.7,72691,silver,beige,"lease plan usa",12200,13600,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2014,Dodge,Grand Caravan,R/T,Minivan,,2c4rdgeg1er123572,on,4.3,13764,black,black,"chrysler canada inc",27400,26800,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2013,GMC,Yukon XL,SLT 1500,SUV,automatic,1gks2ke78dr303053,fl,4.1,45815,black,black,"tdaf remarketing",28900,32500,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2012,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ft7w2b65cec98238,ms,4.1,43560,—,gray,"ford motor credit company,llc",19600,23700,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2012,Jeep,Wrangler,Unlimited Sahara,suv,,1c4bjweg3cl107609,on,3.9,69766,black,black,"st atanas inc",28300,27500,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
2010,,,,,automatic,2a4rr4de6ar186493,fl,1.9,210463,white,gray,"united leasing inc",4425,2900,Fri Mar 06 2015 02:35:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,2hgfb2f52ch322417,il,2.6,45716,black,gray,"ahfc/honda lease trust/hvt, inc.",10400,9400,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2010,Dodge,Nitro,SE Fleet,SUV,automatic,1d4pu2gk5aw150354,mo,2.9,54503,silver,black,"santander consumer",11050,11600,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2005,Ford,Explorer Sport Trac,XLT,Crew Cab,,1fmzu77k75ub66975,fl,3.5,55114,blue,gray,"sunrise ford company",8275,10000,Wed Jan 28 2015 01:35:00 GMT-0800 (PST)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc4ds311362,ca,4,39039,gold,beige,"wondries toyota",18750,18750,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2004,Volkswagen,New Beetle,GLS,Convertible,manual,3vwcm21y04m309078,ga,3.4,65829,blue,black,"autonation volkswagen mall of georgia",3475,3000,Tue May 26 2015 05:50:00 GMT-0700 (PDT)
2008,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf54x38f042940,nc,2.8,62311,gold,beige,"hendrick lexus northlake",13950,12800,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5ap8cc805439,pa,3.6,38695,gray,black,"nissan-infiniti lt",17000,18400,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2008,Mitsubishi,Galant,ES,Sedan,automatic,4a3ab36f68e016646,ga,3.6,70092,gray,gray,"flag/ald motors inc",4900,5300,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2005,Chevrolet,Silverado 2500HD,Base,Extended Cab,automatic,1gchc29u65e252213,nj,2,223804,—,black,"ge fleet services for itself/servicer",2475,2300,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2004,Audi,S4,quattro,Convertible,manual,wuarl48h74k900505,nc,1.9,75395,gray,black,"audi northlake",7950,8700,Wed Jan 21 2015 06:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap7cc174806,pa,3.7,26856,gray,black,"nissan-infiniti lt",12500,11000,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LT,Sedan,,1g1zd5e09cf149311,pa,4.4,20597,white,gray,"gm financial",11900,13000,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp6el398217,fl,4.4,10124,black,black,"nissan motor acceptance corporation",11200,10600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2007,Suzuki,Grand Vitara,Base,SUV,automatic,js3td941674204363,ga,2.8,64632,gray,black,"santander consumer",5800,6200,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2003,GMC,Yukon,SLE,SUV,automatic,1gkek13t13j286892,ma,3.4,110334,black,gray,"imperial chrysler dodge jeep corp",4875,5500,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2003,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s83c545435,ma,2.5,133385,blue,black,"clare dodge chrysler jeep of newport",2450,2500,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2008,Nissan,Rogue,S,SUV,automatic,jn8as58v58w141607,nc,4.4,95673,silver,black,"fleet lease remarketing",7700,7100,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2007,Chevrolet,TrailBlazer,LS,SUV,automatic,1gndt13s972189054,il,2.9,102405,silver,gray,"lease plan usa",5450,5600,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2003,Chevrolet,Tahoe,LS,suv,automatic,1gnek13v43j302670,ca,3.3,123304,white,gray,"clear view systems",4925,5000,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2010,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1cv4afa26248,tx,3.5,59679,blue,tan,"j baer remarketing",22800,23900,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2013,Chrysler,300,C,Sedan,,2c3ccaet5dh566058,on,5,39482,brown,—,"robinson buick gmc ltd",17650,19600,Tue Dec 30 2014 10:00:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,convertible,,1zvbp8em9e5292754,pa,3.5,27155,red,black,"avis budget group",18050,16800,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dn557056,ne,3.6,55904,gray,black,"dtg operations inc",11950,12000,Thu Mar 05 2015 04:15:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv7cw352385,nj,2.7,35498,gray,black,"nissan-infiniti lt",15900,14900,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2yu57126dj10093,nj,3.4,61758,blue,tan,"jpmorgan chase bank,n.a.",5500,6300,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2014,Kia,Optima,LX,sedan,automatic,5xxgm4a78eg342386,nv,4.5,9878,black,gray,"kia motors america, inc",15200,15000,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT)
2005,Ford,Escape,HEV,SUV,automatic,1fmcu96h05ke10517,va,1,118991,blue,gray,"purple heart services inc",3425,1600,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Captiva Sport,LT Fleet,suv,automatic,3gnal3ek0es668864,nv,2,15265,silver,black,"remarketing by ge/certified fleet inc",17250,13800,Fri Jun 19 2015 05:00:00 GMT-0700 (PDT)
2012,Chevrolet,Malibu,LS Fleet,sedan,automatic,1g1za5e04cf240821,ma,3.4,79358,brown,black,"lease plan usa",8825,8100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2013,Scion,tC,Base,Hatchback,automatic,jtkjf5c7xd3063516,nc,3.6,39407,black,gray,"t & k enterprises of mt airy inc",11600,13200,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7dn564196,tn,4.2,46885,black,black,"chrysler capital",9700,10000,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,sedan,automatic,1g1pc5sb0e7124827,ca,2.9,37838,red,black,"enterprise vehicle exchange/orange",11300,11700,Tue Jun 09 2015 05:30:00 GMT-0700 (PDT)
2011,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg4b2433292,oh,4.2,57007,gray,beige,"lexus financial services",17350,17200,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2011,Kia,Sorento,SX,SUV,automatic,5xykwda27bg094745,az,3.7,73201,burgundy,black,"gm financial",15950,16100,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
2006,Honda,CR-V,EX,SUV,automatic,jhlrd788x6c039249,md,2.6,74816,burgundy,tan,"santander consumer",9100,8600,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg3er252772,fl,4,19696,silver,black,"hertz corporation/gdp",16900,15700,Mon Jan 19 2015 04:30:00 GMT-0800 (PST)
2010,Mitsubishi,Outlander,ES,SUV,automatic,ja4as2aw2az019587,pr,3.7,41975,silver,black,"oriental bank",8550,8700,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
2012,Toyota,Corolla,L,Sedan,,2t1bu4ee7cc893142,ga,3.9,73614,silver,gray,"world omni financial corporation",8550,8700,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2004,HUMMER,H2,Base,SUV,automatic,5grgn23u14h100396,ca,3.4,166139,gray,gray,"apexcars net",9350,13900,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2007,,,,,automatic,jm3er293170114787,mn,2.7,131800,red,beige,"wells fargo dealer services",4025,5200,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2004,Chevrolet,Malibu,LS,Sedan,automatic,1g1zt54814f138475,nc,2.1,136395,white,gray,"first flight federal credit union",2375,1650,Mon Feb 09 2015 00:31:00 GMT-0800 (PST)
2013,Ford,Escape,S,SUV,automatic,1fmcu0f73dub21640,oh,4.8,45250,blue,black,"ford motor credit company,llc",13100,13000,Tue Feb 24 2015 09:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxdm758220,co,4.2,24363,black,black,"infiniti financial services",21800,22000,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2008,Chrysler,Sebring,Touring,sedan,automatic,1c3lc56k38n214445,tn,2.7,37839,silver,gray,"jpmorgan chase bank,n.a.",7400,5500,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c52e0k51176,nj,5,733,—,beige,"bmw na manheim new jersey",56300,55500,Tue Jan 13 2015 06:00:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcse0xcg249206,ga,4.5,45281,blue,black,"young motors llc",22200,23500,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2005,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ftsw20p85eb14466,fl,2.9,145530,red,beige,"tdaf remarketing",9250,8400,Tue May 26 2015 02:00:00 GMT-0700 (PDT)
2001,Chevrolet,Tahoe,Base,SUV,automatic,1gnec13t21r170647,tx,3.3,179595,gray,tan,"huffines chrysler jeep dodge lewisville",2775,3100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2014,Kia,Forte,LX,Sedan,,knafk4a61e5223055,ga,2.1,21237,silver,gray,"kia motors finance",12350,9900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap7dn527685,ca,3.6,51188,off-white,black,"the hertz corporation",12550,12300,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2012,Honda,Civic,EX-L,Sedan,automatic,2hgfb2f95ch521786,ca,4.9,29606,gray,gray,"barber honda",13200,14750,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2007,BMW,X5,3.0si,SUV,automatic,4usfe43547ly79936,tx,4.2,125223,black,black,"texas rv outlet superstore",12700,14800,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrkse71cz133191,nc,4,54769,white,black,"primeritus remarketing/marine fcu",21300,22700,Mon Jan 12 2015 09:00:00 GMT-0800 (PST)
1999,Pontiac,Grand Prix,GT,Sedan,automatic,1g2wp52k6xf350651,fl,,143176,red,black,"rowe's garage",925,350,Wed Dec 17 2014 16:45:00 GMT-0800 (PST)
2008,Toyota,Tundra,Tundra Grade,double cab,automatic,5tfrt54198x026310,fl,1.9,91286,—,gray,"toyota financial services",13950,12800,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk7cu053339,oh,4.7,26704,black,black,"toyota financial services",15100,15900,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2015,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba1fc156250,fl,4.3,3807,black,beige,"lexus financial services",41100,42500,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2015,Jeep,Wrangler,Sahara,SUV,automatic,1c4ajwbg3fl587669,tx,5,4431,orange,black,"td auto finance",28900,30000,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt1cs205712,il,4.6,40001,white,gray,"advantage chevrolet/ge",22100,20800,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2011,Honda,Pilot,Touring,SUV,automatic,5fnyf4h9xbb005416,pa,4.2,63542,white,black,"tdaf remarketing",22100,23100,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2010,Toyota,RAV4,Limited,SUV,automatic,2t3dk4dv9aw015358,fl,4.3,122142,black,beige,"auto sails inc",12150,11600,Tue Jun 16 2015 08:00:00 GMT-0700 (PDT)
2012,Ram,2500,SLT,Crew Cab,automatic,3c6ud5dl0cg247582,tn,3.6,37704,white,gray,"sullivan auto group llc",31700,32300,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2006,Volvo,XC90,2.5T,SUV,automatic,yv4cy592361274168,ca,2.1,118638,gray,tan,"bob baker jeep",4975,4100,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2008,Chevrolet,Impala,SS,Sedan,automatic,2g1wd58c189121401,tx,1,91809,white,tan,"remarketing by ge/flagship credit acceptance",7350,3500,Thu Feb 19 2015 14:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,Touring,Minivan,automatic,5fnrl5h98cb069409,tx,3.1,35835,—,gray,"music city autoplex llc",27100,27000,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
1997,Chevrolet,Suburban,1500,suv,automatic,1gnfk16r3vj440609,fl,1.9,265989,black,gray,"coggin deland ford",975,1300,Thu May 28 2015 09:50:00 GMT-0700 (PDT)
2003,Chevrolet,Blazer,LS,SUV,automatic,1gndt13x73k164286,oh,1.9,118387,blue,gray,"credit acceptance corp/vrs/southfield",1475,900,Tue May 19 2015 02:30:00 GMT-0700 (PDT)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg5er253499,va,4,30213,white,black,"hertz corporation/gdp",16550,17000,Thu Feb 26 2015 00:45:00 GMT-0800 (PST)
2008,Ford,Escape,Limited,SUV,automatic,1fmcu94178kb26781,mi,4.9,69722,black,black,"kevins marysville auto sales inc",10350,12100,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2014,Chevrolet,Impala Limited,LT Fleet,sedan,automatic,2g1wb5e37e1175306,mi,4,21409,gray,gray,"gm remarketing",13750,13900,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
1997,Acura,Integra,LS,Sedan,manual,jh4db7568vs004261,nv,2,209849,burgundy,—,"tiger financial management llc",1250,850,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Hatchback,manual,1fadp3k21el180582,fl,2,9915,—,black,"ford motor credit company,llc",12950,9000,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 2500HD,Work Truck,Regular Cab,automatic,1gchc24u76e287321,ca,2.3,192442,white,gray,"ge fleet services for itself/servicer",4875,900,Thu Feb 05 2015 04:30:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,,1fmcu0g96eua85444,fl,4.4,19244,black,gray,"enterprise vehicle exchange/ars/coconut creek",17850,18000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2014,Ford,Flex,Limited,Wagon,automatic,2fmgk5d85ebd03640,tx,3.8,44836,silver,—,"avis corporation",23500,23600,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2008,Audi,A3,2.0T PZEV,Wagon,automatic,wauhf78p78a134194,oh,4.5,73335,blue,black,"wells fargo dealer services",9150,9500,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2004,Ford,Mustang,Base,Coupe,automatic,1fafp40474f111010,ca,1.9,121504,black,gray,"wells fargo dealer services",2925,800,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap8dc808407,ms,2.9,26946,black,black,"fiserv/global lending services",16800,18000,Thu May 21 2015 03:30:00 GMT-0700 (PDT)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d73ckc79506,il,4.4,31216,blue,black,"ford motor credit company,llc",14750,14600,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,suv,,5tdbt48a31s008063,va,2.6,134337,silver,gray,"shirlie slack mitsubishi",4250,7000,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2010,Volkswagen,Golf,2.5L PZEV,hatchback,manual,wvwab7aj5aw395175,nv,3.7,46637,blue,black,"volkswagen north scottsdale",8175,6200,Thu Jun 11 2015 07:30:00 GMT-0700 (PDT)
2008,Ford,Explorer,XLT,suv,,1fmeu73e58ua57305,pa,4.7,84250,white,—,"bergeys ford inc",8575,8300,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2009,Ford,F-150,Platinum,SuperCrew,automatic,1ftpw12v29fb34577,ga,3.7,96949,white,brown,"kern automotive group inc",19800,18900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab0ch396278,pa,3.7,45361,black,black,"allstate remarketing service inc",15300,15800,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5dba95631,ca,3.7,24262,black,black,"ford motor credit company,llc pd",22800,19800,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2014,Chevrolet,Camaro,LT,Convertible,automatic,2g1fc3d33e9269087,fl,3,18642,red,black,"gm remarketing",22900,24200,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx1duc20082,nj,4.6,14603,blue,beige,"ford motor credit company,llc",19550,18900,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap3cl750385,pa,3.7,51428,gray,gray,"the hertz corporation",8825,8500,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2007,Honda,Civic,LX,Coupe,,2hgfg12667h511121,nc,4.1,143122,silver,gray,"honda of concord",4100,4500,Wed Feb 25 2015 06:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e39d1235100,mi,3.8,55272,silver,black,"the hertz corporation",10600,10700,Thu May 28 2015 04:00:00 GMT-0700 (PDT)
2011,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5s91b7110003,mi,4,74344,red,gray,"santander consumer",7900,8100,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2012,Hyundai,Tucson,Limited,SUV,automatic,km8jucac4cu463156,nj,3.8,54469,silver,black,"joshua motor car co inc",13900,15600,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2008,Chrysler,300,Touring,Sedan,automatic,2c3ka53g98h255365,fl,1.9,93313,gray,black,"gm financial",8425,6200,Thu Jan 29 2015 01:40:00 GMT-0800 (PST)
2007,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24l17db19010,mn,3,66302,white,gray,"ari",9150,8100,Thu Feb 05 2015 02:45:00 GMT-0800 (PST)
2006,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d16l559495,va,2.8,122092,silver,black,"toyota of glen burnie",3075,3100,Thu Feb 19 2015 01:05:00 GMT-0800 (PST)
